time,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE
1334352060000000000,5575,166,2,5407,0,330,0,0,39,110,36,19,9,0,7,4604,0,0,0,4,0,38,211
1334352120000000000,5721,166,0,5555,0,331,0,0,40,110,35,15,9,0,7,4621,0,0,142,5,0,39,201
1334352180000000000,5725,169,2,5554,0,331,0,0,44,111,37,15,9,0,7,4623,0,0,130,5,0,38,204
1334352240000000000,5566,41,4,5521,0,330,0,0,40,111,36,15,9,0,7,4588,0,0,127,5,0,38,215
1334352300000000000,5584,43,0,5541,0,331,0,0,39,111,36,15,9,0,6,4607,0,0,127,5,0,38,217
1334352360000000000,5579,43,2,5534,0,331,0,0,30,110,37,15,9,0,7,4602,0,0,125,5,0,38,225
1334352420000000000,5598,43,2,5553,0,331,0,0,40,111,37,15,9,0,7,4613,0,0,124,4,0,38,224
1334352480000000000,5744,41,2,5701,0,331,0,0,40,110,37,172,9,0,7,4617,0,0,125,5,0,38,210
1334352540000000000,5744,43,0,5701,0,332,0,0,40,110,36,158,9,0,6,4629,0,0,122,5,0,38,216
1334352600000000000,5721,43,2,5676,0,329,0,0,40,110,35,172,9,0,7,4586,0,0,122,5,0,38,223
1334352660000000000,5639,45,2,5592,0,333,0,0,40,110,38,177,9,0,7,4613,0,0,0,5,0,38,222
1334352720000000000,5648,45,0,5603,0,333,0,0,40,111,37,171,9,0,6,4622,0,0,0,5,0,38,231
1334352780000000000,5620,45,2,5573,0,332,0,0,41,111,37,168,9,0,6,4598,0,0,0,5,0,38,228
1334352840000000000,5648,43,0,5605,0,334,0,0,40,110,36,174,9,0,7,4631,0,0,0,5,0,38,221
1334352900000000000,5556,43,0,5513,0,333,0,0,40,110,38,92,9,0,7,4613,0,0,0,5,0,38,228
1334352960000000000,5511,45,0,5466,0,332,0,0,42,111,36,91,9,0,6,4581,0,0,0,5,0,39,214
1334353020000000000,5502,45,0,5457,0,333,0,0,40,110,38,92,9,0,6,4566,0,0,0,5,0,38,220
1334353080000000000,5255,45,2,5208,0,7,0,0,40,110,36,170,9,1,7,4560,0,0,1,5,0,38,224
1334353140000000000,932,45,2,885,0,7,0,0,43,110,37,171,9,0,7,249,0,0,1,5,0,38,208
1334353200000000000,945,45,2,898,0,7,0,0,40,111,36,186,9,0,7,247,0,0,0,5,0,39,211
1334353260000000000,5310,43,0,5267,0,7,0,0,40,111,37,175,9,0,6,4596,0,0,1,5,0,38,242
1334353320000000000,5282,43,2,5237,0,7,0,0,31,110,36,161,9,0,6,4606,0,0,1,5,0,39,226
1334353380000000000,5300,45,4,5251,0,7,0,0,41,110,35,158,9,0,7,4628,0,0,0,5,0,38,213
1334353440000000000,5287,43,2,5242,0,7,0,0,41,110,36,180,9,0,7,4593,0,0,1,5,0,38,215
1334353500000000000,5424,194,2,5228,0,7,0,0,40,110,37,200,9,0,6,4590,0,0,1,5,0,38,185
1334353560000000000,5401,180,2,5219,0,7,0,0,40,111,37,159,9,0,6,4596,0,0,1,5,0,39,209
1334353620000000000,1179,178,0,1001,0,7,0,0,40,111,36,159,9,0,7,258,0,0,0,5,0,38,331
1334353680000000000,1169,175,0,994,0,7,0,0,40,111,36,165,9,0,7,259,0,0,0,5,0,39,316
1334353740000000000,1073,175,0,898,0,7,0,0,41,111,36,88,9,0,7,255,0,0,1,5,0,39,299
1334353800000000000,1156,171,2,983,0,7,0,0,40,111,36,165,9,0,7,245,0,0,10,5,0,38,310
1334353860000000000,1165,173,4,988,0,7,0,0,40,110,35,165,9,0,6,244,0,0,7,5,0,38,322
1334353920000000000,1165,173,2,990,0,7,0,0,41,111,37,165,9,0,7,251,0,0,7,5,0,39,311
1334353980000000000,1160,173,0,987,0,7,0,0,40,111,37,165,9,0,7,252,0,0,7,5,0,38,309
1334354040000000000,1165,173,2,990,0,7,0,0,40,111,37,186,9,0,7,255,0,0,7,5,0,39,287
1334354100000000000,1078,173,0,905,0,7,0,0,42,111,36,178,9,0,7,257,0,0,7,5,0,39,207
1334354160000000000,1101,43,2,1056,0,7,0,0,40,111,37,174,9,0,6,260,0,0,156,5,0,39,212
1334354220000000000,1083,45,4,1034,0,7,0,0,40,111,37,177,9,0,7,258,0,0,141,5,0,38,204
1334354280000000000,840,43,0,797,0,7,0,0,45,111,38,184,9,0,6,0,0,0,136,5,0,38,218
1334354340000000000,1083,43,0,1040,0,7,0,0,40,111,38,175,9,0,6,259,0,0,135,5,0,39,216
1334354400000000000,977,43,2,932,0,7,0,0,40,111,36,83,9,0,7,263,0,0,136,5,0,38,197
1334354460000000000,1073,38,0,1035,0,7,0,0,32,111,36,175,9,0,7,260,0,0,134,5,0,39,220
1334354520000000000,1092,43,2,1047,0,7,0,0,41,111,35,180,9,0,7,263,0,0,133,5,0,38,218
1334354580000000000,991,41,4,946,0,7,0,0,40,111,37,102,9,0,6,266,0,0,132,5,0,38,193
1334354640000000000,1005,43,4,958,0,7,0,0,40,111,36,102,9,0,7,263,0,0,132,5,0,39,207
1334354700000000000,996,43,2,951,0,7,0,0,40,111,36,97,9,0,7,266,0,0,132,5,0,38,203
1334354760000000000,1000,43,0,957,0,7,0,0,40,111,36,96,9,0,7,271,0,0,132,5,0,38,205
1334354820000000000,977,43,4,930,0,7,0,0,40,111,37,72,9,0,7,273,0,0,131,5,0,38,200
1334354880000000000,973,43,0,930,0,7,0,0,41,111,36,72,9,1,7,262,0,0,130,5,0,38,211
1334354940000000000,717,45,2,670,0,7,0,0,40,111,36,76,10,0,6,0,0,0,130,5,0,38,211
1334355000000000000,717,43,4,670,0,7,0,0,40,111,37,72,9,0,6,0,0,0,131,5,0,38,214
1334355060000000000,717,43,4,670,0,7,0,0,42,111,38,72,9,0,6,0,0,0,130,5,0,39,211
1334355120000000000,712,43,2,667,0,7,0,0,40,111,37,72,9,0,7,0,0,0,131,5,0,39,209
1334355180000000000,717,45,2,670,0,7,0,0,40,111,38,72,9,1,6,0,0,0,129,5,0,39,213
1334355240000000000,722,43,2,677,0,7,0,0,44,111,38,72,9,0,6,0,0,0,129,5,0,38,218
1334355300000000000,690,43,2,645,0,7,0,0,41,111,37,169,9,0,7,0,0,0,8,5,0,38,213
1334355360000000000,1000,335,2,663,0,7,0,0,40,111,37,162,9,0,6,0,0,0,7,22,0,38,224
1334355420000000000,1128,488,2,638,0,7,0,0,30,111,36,169,9,0,7,0,0,0,7,5,0,39,218
1334355480000000000,1425,779,2,644,0,7,0,0,40,111,35,190,9,0,7,0,0,0,0,5,0,38,202
1334355540000000000,1439,770,4,665,0,7,0,0,40,111,36,200,9,0,6,0,0,0,0,5,0,38,213
1334355600000000000,1448,770,2,676,0,7,0,0,41,111,36,171,9,0,7,0,0,0,1,47,0,38,208
1334355660000000000,1444,767,0,677,0,7,0,0,41,110,38,193,9,0,7,0,0,0,0,21,0,39,212
1334355720000000000,1407,763,2,642,0,7,0,0,40,111,36,180,9,0,6,0,0,0,0,5,0,39,209
1334355780000000000,1425,760,0,665,0,7,0,0,40,110,37,178,9,0,7,0,0,0,0,21,0,39,217
1334355840000000000,1389,754,2,633,0,7,0,0,41,111,37,171,9,0,7,0,0,0,0,5,0,39,206
1334355900000000000,1412,754,2,656,0,7,0,0,40,110,37,180,9,0,7,0,0,0,0,21,0,38,207
1334355960000000000,1370,747,2,621,0,7,0,0,40,111,37,157,9,0,7,0,0,0,1,5,0,39,208
1334356020000000000,1444,610,0,834,0,7,0,0,41,111,37,79,9,0,7,0,0,0,152,5,0,38,348
1334356080000000000,1407,610,0,797,0,7,0,0,40,110,37,79,9,0,6,0,0,0,136,5,0,39,329
1334356140000000000,1274,486,2,786,0,7,0,0,40,110,37,79,9,0,7,0,0,0,129,5,0,39,324
1334356200000000000,1288,509,0,779,0,7,0,0,42,111,37,79,9,0,7,0,0,0,127,5,0,38,317
1334356260000000000,1270,509,0,761,0,7,0,0,41,111,37,64,9,0,7,0,0,0,126,5,0,39,315
1334356320000000000,1389,509,2,878,0,7,0,0,40,110,38,64,9,0,6,0,0,0,126,5,0,39,434
1334356380000000000,1393,507,0,886,0,7,0,0,45,110,37,64,9,0,7,0,0,0,124,5,0,39,439
1334356440000000000,1380,507,2,871,0,7,0,0,40,110,38,64,9,0,6,0,0,0,123,5,0,38,431
1334356500000000000,1375,507,0,868,0,7,0,0,40,111,36,64,9,0,6,0,0,0,123,5,0,39,428
1334356560000000000,1265,507,0,758,0,7,0,0,31,111,36,68,9,0,6,0,0,0,121,5,0,39,325
1334356620000000000,1133,484,2,647,0,7,0,0,41,111,37,64,9,0,6,0,0,0,0,5,0,38,329
1334356680000000000,1128,484,4,640,0,7,0,0,40,111,38,63,9,0,7,0,0,0,1,5,0,39,320
1334356740000000000,1014,411,0,603,0,7,0,0,40,111,36,15,9,0,6,0,0,0,1,5,0,39,334
1334356800000000000,667,63,2,602,0,7,0,0,40,110,37,19,9,0,6,0,0,0,1,5,0,38,330
1334356860000000000,356,45,0,311,0,7,0,0,42,111,38,15,9,0,7,0,0,0,0,5,0,39,38
1334356920000000000,356,43,4,309,0,7,0,0,40,111,37,15,9,0,7,0,0,0,0,5,0,38,40
1334356980000000000,383,45,0,338,0,7,0,0,41,111,37,19,9,0,35,0,0,0,1,5,0,38,35
1334357040000000000,379,45,2,332,0,7,0,0,40,111,36,19,9,0,30,0,0,0,0,5,0,39,36
1334357100000000000,443,43,2,398,0,7,0,0,40,111,37,15,9,0,95,0,0,0,0,5,0,38,41
1334357160000000000,447,43,2,402,0,7,0,0,42,111,37,20,10,0,91,0,0,0,0,5,0,38,41
1334357220000000000,447,45,0,402,0,7,0,0,40,111,36,21,9,0,91,0,0,0,0,5,0,38,44
1334357280000000000,447,45,2,400,0,7,0,0,40,111,37,24,9,0,91,0,0,0,0,5,0,39,37
1334357340000000000,447,43,2,402,0,7,0,0,43,111,36,20,9,0,89,0,0,0,0,5,0,38,44
1334357400000000000,589,196,2,391,0,7,0,0,40,111,37,24,9,0,88,0,0,0,0,5,0,39,31
1334357460000000000,580,178,4,398,0,7,0,0,40,111,38,24,9,0,98,0,0,0,0,5,0,39,27
1334357520000000000,566,178,2,386,0,7,0,0,30,111,37,21,9,0,90,0,0,0,0,5,0,39,37
1334357580000000000,562,178,2,382,0,7,0,0,40,111,37,25,9,0,82,0,0,0,0,5,0,38,28
1334357640000000000,580,173,4,403,0,7,0,0,40,110,37,20,9,0,93,0,0,0,0,5,0,38,44
1334357700000000000,562,175,0,387,0,7,0,0,40,110,37,15,9,0,83,0,0,0,0,5,0,39,42
1334357760000000000,548,173,0,375,0,7,0,0,40,110,38,16,9,0,77,0,0,0,0,5,0,39,34
1334357820000000000,566,173,4,389,0,7,0,0,40,110,37,15,9,0,90,0,0,0,1,5,0,39,36
1334357880000000000,543,171,2,370,0,7,0,0,40,111,37,19,9,0,76,0,0,0,1,5,0,39,26
1334357940000000000,552,171,2,379,0,7,0,0,40,111,37,15,9,0,78,0,0,0,0,5,0,38,39
1334358000000000000,548,173,4,371,0,7,0,0,40,111,38,15,9,0,74,0,0,0,0,5,0,38,34
1334358060000000000,644,157,2,485,0,7,0,0,40,111,37,19,9,0,74,0,0,0,1,21,0,38,128
1334358120000000000,420,43,4,373,0,7,0,0,41,111,36,15,9,0,73,0,0,0,0,5,0,38,38
1334358180000000000,420,45,2,373,0,7,0,0,40,110,36,15,9,0,73,0,0,0,0,5,0,39,39
1334358240000000000,420,45,2,373,0,7,0,0,40,110,36,17,9,0,72,0,0,0,0,5,0,39,38
1334358300000000000,420,43,0,377,0,7,0,0,42,110,37,19,9,0,72,0,0,0,0,5,0,38,38
1334358360000000000,434,45,0,389,0,7,0,0,40,111,37,15,9,0,71,0,0,0,0,21,0,38,40
1334358420000000000,557,43,0,514,0,7,0,0,40,110,36,15,9,0,70,0,0,0,0,5,0,38,184
1334358480000000000,566,43,0,523,0,7,0,0,45,111,35,15,9,0,69,0,0,0,0,21,0,38,173
1334358540000000000,530,43,4,483,0,7,0,0,40,110,36,15,9,0,69,0,0,0,0,5,0,38,154
1334358600000000000,530,43,2,485,0,7,0,0,42,111,38,15,9,0,69,0,0,0,1,5,0,40,148
1334358660000000000,516,43,0,473,0,7,0,0,32,110,37,15,9,0,69,0,0,0,0,5,0,38,151
1334358720000000000,525,45,2,478,0,7,0,0,42,110,37,16,9,0,70,0,0,0,0,5,0,38,144
1334358780000000000,667,43,2,622,0,7,0,0,40,111,36,15,9,0,68,0,0,0,142,5,0,38,151
1334358840000000000,648,43,2,603,0,7,0,0,41,111,37,16,9,0,69,0,0,0,130,5,0,38,140
1334358900000000000,644,43,2,599,0,7,0,0,40,110,36,16,9,0,67,0,0,0,129,5,0,38,142
1334358960000000000,548,43,0,505,0,7,0,0,40,111,37,16,9,0,67,0,0,0,128,5,0,38,47
1334359020000000000,539,43,2,494,0,7,0,0,40,111,36,16,9,1,73,0,0,0,126,5,0,38,32
1334359080000000000,548,45,4,499,0,7,0,0,41,110,37,16,9,0,67,0,0,0,132,5,0,39,36
1334359140000000000,543,45,2,496,0,7,0,0,40,111,37,15,9,1,69,0,0,0,126,5,0,39,37
1334359200000000000,539,45,2,492,0,7,0,0,40,111,36,17,9,0,67,0,0,0,123,5,0,38,39
1334359260000000000,717,43,0,674,0,7,0,0,41,111,38,19,9,0,72,0,0,0,123,5,0,39,210
1334359320000000000,1345,893,0,452,0,7,0,0,40,111,37,15,9,1,66,0,0,0,123,5,0,38,0
1334359380000000000,543,178,2,363,0,7,0,0,40,110,37,15,9,0,69,0,0,0,0,5,0,39,32
1334359440000000000,571,175,2,394,21,7,0,0,43,111,38,15,9,0,72,0,0,0,0,5,0,38,35
1334359500000000000,575,175,0,400,21,7,0,0,40,111,36,15,9,0,70,0,0,0,0,5,0,38,48
1334359560000000000,562,173,2,387,21,7,0,0,40,111,37,15,9,0,71,0,0,0,1,5,0,39,31
1334359620000000000,566,178,2,386,21,7,0,0,32,111,37,21,9,0,65,0,0,0,0,5,0,38,40
1334359680000000000,575,173,2,400,21,7,0,0,41,110,36,25,9,0,69,0,0,0,1,5,0,38,38
1334359740000000000,571,171,4,396,21,7,0,0,41,110,37,25,9,0,70,0,0,0,0,5,0,39,32
1334359800000000000,562,169,0,393,21,7,0,0,42,111,37,25,9,0,69,0,0,0,1,5,0,38,28
1334359860000000000,566,173,2,391,21,7,0,0,40,111,36,21,9,0,69,0,0,0,0,5,0,38,34
1334359920000000000,571,171,2,398,21,7,0,0,40,110,36,20,9,0,72,0,0,0,0,5,0,38,40
1334359980000000000,502,171,0,331,21,7,0,0,40,111,37,20,9,0,13,0,0,0,0,5,0,39,29
1334360040000000000,438,45,0,393,21,7,0,0,40,110,37,24,9,0,65,0,0,0,0,5,0,39,36
1334360100000000000,434,45,4,385,21,7,0,0,40,110,38,15,9,0,63,0,0,0,0,5,0,39,38
1334360160000000000,443,43,4,396,21,7,0,0,40,111,37,20,9,0,63,0,0,0,0,5,0,38,45
1334360220000000000,438,45,2,391,21,7,0,0,41,111,37,21,9,0,66,0,0,0,0,5,0,38,35
1334360280000000000,434,43,2,389,21,7,0,0,40,111,37,20,9,0,70,0,0,0,1,5,0,39,29
1334360340000000000,749,43,0,706,0,7,0,0,40,111,37,177,9,0,75,0,0,0,0,5,0,38,207
1334360400000000000,795,45,0,750,0,7,0,0,42,111,37,208,9,0,64,0,0,0,0,5,0,38,229
1334360460000000000,772,43,0,729,0,7,0,0,40,110,37,204,9,0,63,0,0,0,0,5,0,38,216
1334360520000000000,790,45,4,741,0,7,0,0,41,111,37,225,9,0,58,0,0,0,0,5,0,38,210
1334360580000000000,776,45,0,731,0,7,0,0,46,111,36,193,9,0,60,0,0,0,1,5,0,38,225
1334360640000000000,767,45,0,722,0,7,0,0,40,110,36,225,9,0,59,0,0,0,1,5,0,38,192
1334360700000000000,786,45,2,739,0,7,0,0,41,110,38,217,9,0,59,0,0,0,0,5,0,38,215
1334360760000000000,754,43,0,711,0,7,0,0,31,111,37,207,9,0,61,0,0,0,0,5,0,38,205
1334360820000000000,790,45,0,745,0,7,0,0,41,111,36,209,9,0,59,0,0,0,0,5,0,38,230
1334360880000000000,1236,43,0,1193,0,7,0,0,42,111,38,884,9,0,59,0,0,0,0,5,0,38,0
1334360940000000000,484,45,2,437,0,7,0,0,42,110,37,25,9,0,18,0,0,0,0,5,0,38,146
1334361000000000000,484,43,2,439,0,7,0,0,40,110,37,23,9,0,19,0,0,0,0,5,0,39,150
1334361060000000000,488,43,2,443,0,7,0,0,40,111,36,21,9,1,19,0,0,0,0,5,0,39,155
1334361120000000000,562,43,2,517,0,7,0,0,40,111,36,21,9,0,19,0,0,0,81,5,0,39,149
1334361180000000000,475,43,2,430,0,7,0,0,41,111,36,15,9,0,18,0,0,0,1,5,0,39,148
1334361240000000000,475,43,2,430,0,7,0,0,40,111,38,15,9,0,19,0,0,0,0,5,0,38,148
1334361300000000000,607,191,0,416,0,7,0,0,40,111,36,15,9,0,18,0,0,0,0,5,0,38,137
1334361360000000000,502,175,2,325,0,7,0,0,41,111,36,19,9,0,18,0,0,0,9,5,0,39,31
1334361420000000000,584,173,2,409,0,7,0,0,40,110,36,15,9,0,18,0,0,0,131,5,0,38,0
1334361480000000000,639,178,0,461,0,7,0,0,40,111,36,19,9,0,18,0,0,0,143,5,0,39,34
1334361540000000000,679,178,0,501,0,7,0,0,43,111,37,15,9,0,18,0,0,0,218,5,0,38,0
1334361600000000000,630,173,2,455,0,7,0,0,42,111,37,15,10,0,19,0,0,0,135,5,0,39,35
1334361660000000000,630,173,2,455,0,7,0,0,40,111,37,19,9,0,19,0,0,0,135,5,0,38,35
1334361720000000000,653,173,2,478,0,7,0,0,30,111,36,15,9,0,58,0,0,0,134,5,0,38,35
1334361780000000000,662,173,0,489,0,7,0,0,40,110,36,15,9,0,58,0,0,0,134,5,0,39,36
1334361840000000000,662,173,2,487,0,7,0,0,40,110,38,15,9,0,58,0,0,0,133,5,0,39,33
1334361900000000000,726,237,0,489,0,7,0,0,40,110,38,19,9,0,58,0,0,0,133,5,0,39,31
1334361960000000000,827,324,4,499,0,7,0,0,40,110,37,15,9,0,57,0,0,0,132,22,0,39,31
1334362020000000000,790,205,2,583,0,7,0,0,40,110,36,19,9,0,57,0,0,0,212,21,0,38,34
1334362080000000000,808,294,0,514,0,7,0,0,40,111,37,16,9,0,58,0,0,0,132,40,0,38,26
1334362140000000000,845,338,2,505,0,7,0,0,40,111,37,15,9,0,63,0,0,0,132,21,0,39,31
1334362200000000000,772,335,4,433,0,7,0,0,40,111,38,16,9,0,7,0,0,0,132,5,0,38,30
1334362260000000000,772,324,0,448,0,7,0,0,40,111,37,18,9,0,7,0,0,0,132,21,0,38,28
1334362320000000000,754,317,2,435,0,7,0,0,41,110,38,19,9,0,8,0,0,0,132,5,0,38,28
1334362380000000000,767,315,0,452,0,7,0,0,41,111,38,19,9,0,7,0,0,0,131,21,0,38,30
1334362440000000000,763,313,2,448,0,7,0,0,40,111,37,15,9,0,8,0,0,0,131,21,0,38,31
1334362500000000000,749,317,2,430,0,7,0,0,42,111,37,18,9,0,7,0,0,0,131,5,0,38,25
1334362560000000000,749,317,2,430,0,7,0,0,40,111,36,19,9,0,7,0,0,0,130,5,0,38,28
1334362620000000000,776,326,2,448,0,7,0,0,40,111,37,19,9,0,8,0,0,0,130,21,0,38,28
1334362680000000000,758,317,0,441,0,7,0,0,45,110,37,15,9,0,8,0,0,0,129,5,0,38,38
1334362740000000000,1105,628,0,477,0,7,0,0,42,110,37,15,9,0,8,0,0,0,129,39,0,39,42
1334362800000000000,1128,612,4,512,0,7,0,0,40,111,36,15,9,0,62,0,0,0,129,21,0,39,43
1334362860000000000,950,612,4,334,0,7,0,0,30,110,37,15,9,0,7,0,0,0,7,45,0,39,28
1334362920000000000,900,578,2,320,0,7,0,0,40,111,36,19,9,0,8,0,0,0,7,21,0,38,24
1334362980000000000,923,612,0,311,0,7,0,0,40,111,36,15,9,1,8,0,0,0,7,5,0,39,33
1334363040000000000,923,607,0,316,0,7,0,0,40,111,36,15,9,0,7,0,0,0,7,5,0,39,40
1334363100000000000,918,607,2,309,0,7,0,0,40,111,37,15,9,0,7,0,0,0,7,5,0,39,32
1334363160000000000,2321,603,2,1716,0,7,0,0,39,110,35,15,10,0,7,0,0,0,8,21,0,38,1426
1334363220000000000,2778,603,2,2173,0,7,0,0,39,110,36,14,10,1,7,0,0,0,8,5,0,38,1898
1334363280000000000,2504,456,0,2048,0,7,0,0,40,111,37,15,10,0,7,0,0,0,7,43,0,38,1733
1334363340000000000,2367,338,2,2027,0,7,0,0,40,110,35,15,10,0,7,0,0,0,8,38,0,38,1719
1334363400000000000,2522,340,0,2182,0,7,0,0,40,110,36,15,10,0,7,0,0,0,154,40,0,38,1725
1334363460000000000,2499,335,2,2162,0,7,0,0,41,110,35,14,10,0,7,0,0,0,139,40,0,38,1721
1334363520000000000,2513,335,2,2176,0,7,0,0,41,110,36,19,10,0,66,0,0,0,135,40,0,38,1674
1334363580000000000,1169,340,2,827,0,7,0,0,39,110,36,20,9,0,69,0,0,0,135,40,0,39,323
1334363640000000000,1179,342,4,833,0,7,0,0,43,111,37,21,9,0,64,0,0,0,134,33,0,39,335
1334363700000000000,923,340,0,583,0,7,0,0,40,110,36,19,9,0,19,0,0,0,133,22,0,38,150
1334363760000000000,822,340,2,480,0,7,0,0,40,111,36,23,9,0,19,0,0,0,132,22,0,38,43
1334363820000000000,804,340,4,460,0,7,0,0,31,111,36,25,9,0,19,0,0,0,131,5,0,39,47
1334363880000000000,781,313,0,468,0,7,0,0,40,111,37,24,9,0,20,0,0,0,129,5,0,38,48
1334363940000000000,813,342,0,471,0,7,0,0,40,111,37,21,9,0,8,0,0,0,126,21,0,39,52
1334364000000000000,786,351,2,433,0,7,0,0,40,110,36,21,9,0,8,0,0,0,125,5,0,39,33
1334364060000000000,767,335,0,432,0,7,0,0,40,111,37,25,9,0,7,0,0,0,123,5,0,38,30
1334364120000000000,767,340,0,427,0,7,0,0,40,110,37,20,9,0,7,0,0,0,123,5,0,38,31
1334364180000000000,772,342,0,430,0,7,0,0,40,111,36,15,10,0,8,0,0,0,122,5,0,38,38
1334364240000000000,667,345,0,322,0,7,0,0,40,111,36,15,9,0,7,0,0,0,0,21,0,39,37
1334364300000000000,653,347,4,302,0,7,0,0,40,111,37,18,9,0,8,0,0,0,0,5,0,38,29
1334364360000000000,639,338,4,297,0,7,0,0,40,111,37,19,9,0,8,0,0,0,0,5,0,38,23
1334364420000000000,662,338,2,322,0,7,0,0,41,111,37,15,9,0,7,0,0,0,0,21,0,38,36
1334364480000000000,639,331,0,308,0,7,0,0,40,111,37,15,9,0,7,0,0,0,0,5,0,38,39
1334364540000000000,786,477,2,307,0,7,0,0,40,110,37,15,9,0,8,0,0,0,1,5,0,38,37
1334364600000000000,772,468,2,302,0,7,0,0,42,110,36,15,9,0,7,0,0,0,0,5,0,38,33
1334364660000000000,754,454,4,296,0,7,0,0,40,110,36,19,9,0,7,0,0,0,0,5,0,38,25
1334364720000000000,799,454,2,343,0,7,0,0,40,111,37,19,9,0,7,0,6,0,0,16,0,38,53
1334364780000000000,786,454,2,330,0,7,0,0,45,111,36,15,9,0,7,0,6,0,0,21,0,38,35
1334364840000000000,1384,468,0,916,0,329,0,0,40,110,36,15,9,0,8,0,6,0,0,4,0,323,36
1334364900000000000,1252,427,0,825,0,328,0,0,40,110,36,18,9,0,7,0,6,0,0,4,0,234,33
1334364960000000000,1224,429,2,793,0,329,0,0,30,110,36,18,9,0,8,0,6,0,0,4,0,178,65
1334365020000000000,1334,424,2,908,0,330,0,0,40,110,36,15,9,0,8,0,6,0,0,4,0,303,47
1334365080000000000,1375,424,0,951,0,330,0,0,40,110,36,15,9,0,8,0,6,0,0,4,0,350,43
1334365140000000000,1320,427,2,891,0,331,0,0,40,110,37,18,9,0,8,0,6,0,0,4,0,278,50
1334365200000000000,1462,564,0,898,0,332,0,0,40,111,36,15,9,0,8,0,6,0,0,4,0,304,33
1334365260000000000,1645,740,4,901,0,332,0,0,40,110,37,19,9,0,8,0,6,0,0,26,0,286,28
1334365320000000000,1457,541,0,916,0,332,0,0,40,110,37,19,9,0,8,0,6,0,0,21,0,302,32
1334365380000000000,1316,397,2,917,0,331,0,0,40,111,36,15,9,0,8,0,6,0,0,4,0,314,43
1334365440000000000,1357,424,0,933,0,330,0,0,40,110,36,15,9,0,8,0,6,0,0,4,0,338,37
1334365500000000000,1348,422,0,926,0,332,0,0,40,110,38,15,9,0,8,0,6,0,0,4,0,335,29
1334365560000000000,1252,276,0,976,0,332,0,0,42,110,37,19,9,0,8,0,6,0,0,4,0,370,39
1334365620000000000,1480,278,0,1202,0,334,0,0,40,110,36,15,9,0,8,0,6,0,0,4,0,454,186
1334365680000000000,1549,477,2,1070,0,336,0,0,40,111,36,15,9,0,8,0,6,0,0,20,0,325,164
1334365740000000000,1352,281,2,1069,0,335,0,0,43,110,37,15,9,0,8,0,6,0,0,12,0,323,171
1334365800000000000,1288,276,2,1010,0,336,0,0,40,111,36,15,9,0,8,0,6,0,0,4,0,312,133
1334365860000000000,1311,278,0,1033,0,336,0,0,40,110,37,15,9,0,7,0,6,0,0,4,0,321,148
1334365920000000000,1306,278,0,1028,0,335,0,0,30,111,37,18,9,0,8,0,6,0,0,4,0,331,139
1334365980000000000,1320,276,2,1042,0,335,0,0,40,111,37,19,9,0,8,0,6,0,0,4,0,337,136
1334366040000000000,1306,278,2,1026,0,338,0,0,40,110,37,15,9,0,8,0,6,0,0,4,0,313,146
1334366100000000000,1320,276,0,1044,0,338,0,0,40,110,38,15,9,0,8,0,6,0,0,4,0,330,146
1334366160000000000,1201,278,2,921,0,336,0,0,40,110,37,15,9,0,7,0,6,0,0,4,0,311,46
1334366220000000000,1416,276,0,1140,0,336,0,0,40,111,36,19,9,0,8,0,6,0,141,4,0,392,38
1334366280000000000,1297,278,0,1019,0,338,0,0,40,111,36,18,9,0,7,0,6,0,131,4,0,284,35
1334366340000000000,1174,123,4,1047,0,338,0,0,40,110,37,15,9,0,8,0,6,0,127,4,0,312,41
1334366400000000000,1115,45,4,1066,0,335,0,0,40,111,37,15,9,0,8,0,6,0,126,5,0,367,7
1334366460000000000,1115,45,0,1070,0,336,0,0,40,111,38,15,9,0,8,0,6,0,127,4,0,326,50
1334366520000000000,1087,45,2,1040,0,337,0,0,41,111,36,15,9,0,7,0,6,0,125,4,0,312,37
1334366580000000000,1092,45,2,1045,0,336,0,0,40,110,37,16,9,0,8,0,6,0,124,4,0,318,37
1334366640000000000,1238,201,4,1033,0,335,0,0,40,110,37,19,9,0,8,0,6,0,124,4,0,309,32
1334366700000000000,1233,182,0,1051,0,334,0,0,42,111,37,15,9,0,8,0,6,0,122,4,0,315,48
1334366760000000000,1233,178,2,1053,0,333,0,0,40,110,37,15,9,0,8,0,6,0,121,4,0,314,56
1334366820000000000,1105,178,0,927,0,336,0,0,40,111,37,15,9,0,8,0,6,0,0,4,0,322,39
1334366880000000000,1137,180,2,955,0,335,0,0,45,110,38,19,9,0,7,0,6,0,0,4,0,356,26
1334366940000000000,991,175,0,816,0,335,0,0,40,111,38,19,9,0,8,0,6,0,0,4,0,217,29
1334367000000000000,1041,175,0,866,0,336,0,0,40,111,37,19,9,0,8,0,6,0,0,4,0,236,60
1334367060000000000,1142,175,0,967,0,334,0,0,30,110,36,15,9,0,8,0,6,0,0,4,0,253,162
1334367120000000000,1060,175,2,883,0,334,0,0,40,110,36,15,9,0,8,0,6,0,0,21,0,244,60
1334367180000000000,1183,173,0,1010,0,335,0,0,40,110,38,15,9,0,30,0,6,0,0,4,0,239,184
